title,year,mileage,transmission,fuel,body_color,body_status,body_type,volume,engine,price
رنو، پارس تندر,1394,150000.0,دنده ای,6.8,سفید,گلگیر رنگ,passenger_car,1.6,4.0,490000000
تارا، اتوماتیک V4,1403,4400.0,اتوماتیک,7.3,سفید,بدون رنگ,passenger_car,1.6,4.0,915000000
پژو، 207,1401,40000.0,دنده ای,6.6,سفید,بدون رنگ,hatchback,1.6,4.0,700000000
کیا، اپتیما,2016,100000.0,اتوماتیک,8.1,مشکی,بدون رنگ,passenger_car,2.4,4.0,3400000000
جک، S5,1396,110000.0,اتوماتیک,7.7,مشکی,بدون رنگ,crossover,2.0,4.0,1030000000
مزدا، 3 نیو صندوق دار,1397,47000.0,اتوماتیک,7.6,تیتانیوم,بدون رنگ,passenger_car,2.0,4.0,2320000000
چری، تیگو 7,1399,70000.0,اتوماتیک,6.7,سفید,بدون رنگ,crossover,1.5,4.0,1375000000
پژو، 206,1400,66000.0,دنده ای,6.4,سفید,بدون رنگ,hatchback,1.4,4.0,495000000
تارا، اتوماتیک V4,1403,,اتوماتیک,7.3,سفید,بدون رنگ,passenger_car,1.6,4.0,980000000
رنو، تندر 90,1390,167000.0,دنده ای,6.9,سفید,یک درب رنگ,passenger_car,1.6,4.0,430000000
هایما، S7,1397,47000.0,اتوماتیک,9.7,مشکی,بدون رنگ,crossover,1.8,4.0,1300000000
پژو، پارس,1390,330000.0,دنده ای,8.1,سفید,کامل رنگ,passenger_car,1.8,4.0,360000000
ام جی، GS,2015,48000.0,اتوماتیک,8.3,نارنجی,بدون رنگ,crossover,2.0,4.0,1530000000
پژو، 206,1389,250000.0,اتوماتیک,7.1,سفید,دو لکه رنگ,hatchback,1.6,4.0,412000000
کیا، ریو (مونتاژ),1385,170000.0,دنده ای,7.0,نقره ای,دو لکه رنگ,passenger_car,1.5,4.0,295000000
لیفان، X50,1395,200000.0,دنده ای,6.3,سفید,یک لکه رنگ,crossover,1.5,4.0,450000000
پژو، پارس,1399,6000.0,دنده ای,7.5,نقره ای,بدون رنگ,passenger_car,1.6,4.0,660000000
رنو، ساندرو,1397,47000.0,اتوماتیک,8.3,سفید,گلگیر رنگ,hatchback,1.6,4.0,890000000
چری، تیگو 5,1395,98000.0,اتوماتیک,9.0,سفید,بدون رنگ,crossover,2.0,4.0,920000000
پراید، 131,1393,255000.0,دنده ای,6.4,سفید,دور رنگ,passenger_car,1.3,4.0,195000000
جک، S3,1400,29000.0,اتوماتیک,7.6,مشکی,بدون رنگ,crossover,1.6,4.0,999000000
دانگ فنگ، H30 کراس,1396,110000.0,اتوماتیک,7.7,آبی,بدون رنگ,hatchback,1.6,4.0,590000000
سمند، LX,1388,,دنده ای,8.3,سفید,دو لکه رنگ,passenger_car,1.8,4.0,260000000
تیبا، صندوق دار,1397,200000.0,دنده ای,6.9,سفید,بدون رنگ,passenger_car,1.5,4.0,295000000
سمند، LX,1393,145000.0,دنده ای,8.3,سفید,کاپوت تعویض,passenger_car,1.8,4.0,320000000
هیوندای، سانتافه,2012,230000.0,اتوماتیک,10.3,سفید,بدون رنگ,crossover,3.5,6.0,2500000000
کیا، سراتو (مونتاژ),1397,150000.0,اتوماتیک,7.9,مشکی,بدون رنگ,passenger_car,2.0,4.0,1700000000
پژو، پارس,1394,140000.0,دنده ای,9.1,مشکی,گلگیر رنگ,passenger_car,1.8,4.0,404000000
هایما، S5,1401,11700.0,اتوماتیک,8.0,سفید,بدون رنگ,crossover,1.5,4.0,1245000000
چری، تیگو 5,1397,78000.0,اتوماتیک,9.0,مشکی,بدون رنگ,crossover,2.0,4.0,1150000000
کیا، اسپورتیج,2015,100000.0,اتوماتیک,9.6,مشکی,بدون رنگ,crossover,2.4,4.0,2500000000
پژو، 207,1400,72000.0,دنده ای,6.6,مشکی,بدون رنگ,hatchback,1.6,4.0,600000000
کیا، اسپورتیج,2015,119000.0,اتوماتیک,9.6,مشکی,یک لکه رنگ,crossover,2.4,4.0,2490000000
پژو، 206,1387,315000.0,دنده ای,6.4,نقره ای,گلگیر رنگ,hatchback,1.4,4.0,265000000
سمند، LX,1399,45000.0,دنده ای,8.3,سفید,دو لکه رنگ,passenger_car,1.8,4.0,480000000
تیبا، هاچ بک,1398,81000.0,دنده ای,6.9,سفید,یک لکه رنگ,hatchback,1.5,4.0,315000000
سمند، LX,1389,176000.0,دنده ای,7.5,سفید,صافکاری بدون رنگ,passenger_car,1.7,4.0,330000000
پژو، پارس,1402,27000.0,دنده ای,7.0,سفید,بدون رنگ,passenger_car,1.8,4.0,610000000
کوییک، دنده ای,1400,33000.0,دنده ای,7.0,سفید,بدون رنگ,hatchback,1.5,4.0,345000000
نیسان، پیکاپ دو کابین,1387,168000.0,دنده ای,13.0,سفید,دو لکه رنگ,pickup,2.4,4.0,1100000000
پژو، 207,1397,125000.0,دنده ای,6.6,خاکستری,یک لکه رنگ,hatchback,1.6,4.0,590000000
پژو، 206,1389,225000.0,دنده ای,6.4,خاکستری,چند لکه رنگ,hatchback,1.4,4.0,295000000
پژو، پارس,1400,75000.0,دنده ای,7.5,سفید,بدون رنگ,passenger_car,1.6,4.0,648000000
جک، S5,1396,141000.0,اتوماتیک,7.7,نقره ای,دو لکه رنگ,crossover,2.0,4.0,1000000000
ام جی، 6,2014,190000.0,اتوماتیک,7.7,مشکی,بدون رنگ,passenger_car,1.8,4.0,930000000
کیا، اپیروس,2009,250000.0,اتوماتیک,10.9,نقره ای,یک لکه رنگ,passenger_car,3.8,6.0,1800000000
کیا، سورنتو,2009,125000.0,اتوماتیک,11.5,مشکی,بدون رنگ,crossover,3.3,6.0,1800000000
بسترن، B30,1398,55000.0,اتوماتیک,6.7,سفید,بدون رنگ,passenger_car,1.6,4.0,825000000
پژو، 206,1387,110000.0,اتوماتیک,7.1,خاکستری,دور رنگ,hatchback,1.6,4.0,350000000
هیوندای، i20,2015,114000.0,اتوماتیک,6.0,خاکستری,بدون رنگ,hatchback,1.4,4.0,1250000000
برلیانس، H220,1396,125000.0,اتوماتیک,6.8,سفید,صافکاری بدون رنگ,hatchback,1.5,4.0,480000000
دوو، سیلو,1380,250000.0,دنده ای,6.3,بژ,دور رنگ,passenger_car,1.5,4.0,145000000
پژو، 405,1394,59900.0,دنده ای,9.0,نوک مدادی,بدون رنگ,passenger_car,1.8,4.0,405000000
چری، تیگو 5,1397,105000.0,اتوماتیک,9.0,سفید,بدون رنگ,crossover,2.0,4.0,980000000
پژو، پارس,1397,175000.0,دنده ای,7.5,سفید,بدون رنگ,passenger_car,1.6,4.0,620000000
تویوتا، پرادو  چهار در,2010,45000.0,اتوماتیک,13.0,سفید صدفی,بدون رنگ,suv,4.0,6.0,13500000000
هایما، S5,1401,34000.0,اتوماتیک,8.0,سفید,یک لکه رنگ,crossover,1.5,4.0,1250000000
بنز، کلاس C,2014,110000.0,اتوماتیک,6.9,مشکی,درب تعویض,passenger_car,1.8,4.0,5100000000
دنا، پلاس EF7,1401,55000.0,دنده ای,7.8,خاکستری,بدون رنگ,passenger_car,1.7,4.0,820000000
پژو، 207,1401,75000.0,دنده ای,6.6,سفید,یک لکه رنگ,hatchback,1.6,4.0,620000000
سمند، LX,1399,64593.0,دنده ای,8.3,سفید,بدون رنگ,passenger_car,1.8,4.0,480000000
زامیاد، وانت نیسان,1396,257000.0,دنده ای,13.8,آبی,گلگیر رنگ,pickup,2.4,4.0,370000000
پراید، 111,1397,285000.0,دنده ای,6.4,سفید,بدون رنگ,hatchback,1.3,4.0,285000000
پژو، 206,1390,295000.0,دنده ای,6.4,سفید,چند لکه رنگ,hatchback,1.4,4.0,285000000
پژو، پارس,1389,190000.0,دنده ای,7.5,نقره ای,دو لکه رنگ,passenger_car,1.6,4.0,320000000
تارا، اتوماتیک V2,1401,11300.0,اتوماتیک,7.3,تیتانیوم,بدون رنگ,passenger_car,1.6,4.0,810000000
تویوتا، پرادو دو در,2012,95000.0,اتوماتیک,12.4,سفید,بدون رنگ,suv,2.7,4.0,7100000000
پراید، 111,1398,59000.0,دنده ای,6.4,سفید,صافکاری بدون رنگ,hatchback,1.3,4.0,317000000
هیوندای، سانتافه,2015,115000.0,اتوماتیک,9.4,قهوه ای,بدون رنگ,crossover,2.4,4.0,2970000000
سمند، LX,1396,134000.0,دنده ای,7.5,سفید,بدون رنگ,passenger_car,1.7,4.0,415000000
شاهین، G دنده ای,1402,19000.0,دنده ای,7.2,سفید,بدون رنگ,passenger_car,1.5,4.0,657000000
بسترن، B50F,1395,155000.0,اتوماتیک,8.6,سفید,بدون رنگ,passenger_car,1.8,4.0,795000000
زوتی، آریو,1397,98000.0,اتوماتیک,7.2,سفید,چند لکه رنگ,passenger_car,1.6,4.0,545000000
هیوندای، آزرا (گرنجور),2009,300000.0,اتوماتیک,10.0,خاکستری,دور رنگ,passenger_car,3.3,6.0,1280000000
پژو، پارس,1401,35000.0,دنده ای,7.2,مشکی,بدون رنگ,passenger_car,1.6,4.0,800000000
پژو، پارس,1392,230000.0,دنده ای,9.5,سفید,یک لکه رنگ,passenger_car,1.8,4.0,385000000
پژو، 206,1397,69000.0,دنده ای,6.4,خاکستری,بدون رنگ,hatchback,1.4,4.0,430000000
رنو، مگان (مونتاژ),1389,160000.0,اتوماتیک,7.8,مشکی,یک درب رنگ,passenger_car,2.0,4.0,890000000
سوزوکی، گراند ویتارا (مونتاژ),1397,115000.0,اتوماتیک,9.7,سفید,بدون رنگ,crossover,2.4,4.0,2200000000
چری، تیگو 7,1400,12000.0,اتوماتیک,6.7,سفید,بدون رنگ,crossover,1.5,4.0,1500000000
هیوندای، آزرا (گرنجور),2019,83000.0,اتوماتیک,8.3,سفید,بدون رنگ,passenger_car,2.4,4.0,6700000000
ام جی، 360,1397,100000.0,اتوماتیک,6.9,سفید,بدون رنگ,passenger_car,1.5,4.0,1150000000
پژو، 206,1391,132000.0,اتوماتیک,7.1,سفید,یک لکه رنگ,hatchback,1.6,4.0,460000000
جک، S5,1400,60000.0,اتوماتیک,7.7,سفید,بدون رنگ,crossover,2.0,4.0,1350000000
پژو، 207,1402,11000.0,دنده ای,6.6,سفید,بدون رنگ,hatchback,1.6,4.0,740000000
پژو، 206,1394,287000.0,دنده ای,6.4,سفید,بدون رنگ,hatchback,1.6,4.0,407000000
پراید، 131,1396,198000.0,دنده ای,6.4,سفید,بدون رنگ,passenger_car,1.3,4.0,260000000
پژو، 207,1389,230000.0,دنده ای,6.4,سفید,دو لکه رنگ,hatchback,1.6,4.0,450000000
چری، تیگو 5,1397,104000.0,اتوماتیک,9.0,سفید,بدون رنگ,crossover,2.0,4.0,1100000000
فردا، T5,1402,20000.0,اتوماتیک,7.4,مشکی,بدون رنگ,crossover,1.5,4.0,1550000000
هیوندای، سانتافه,2012,298000.0,اتوماتیک,10.3,ذغالی,یک لکه رنگ,crossover,3.5,6.0,2200000000
هیوندای، سوناتا,2011,191000.0,اتوماتیک,8.1,مشکی,یک لکه رنگ,passenger_car,2.4,4.0,1950000000
تارا، اتوماتیک V2,1401,40000.0,اتوماتیک,7.3,مشکی,صافکاری بدون رنگ,passenger_car,1.6,4.0,780000000
پژو، پارس,1402,5500.0,دنده ای,7.0,سفید,بدون رنگ,passenger_car,1.8,4.0,650000000
دنا، پلاس EF7,1398,27000.0,دنده ای,7.9,سفید,بدون رنگ,passenger_car,1.7,4.0,688000000
پژو، پارس,1383,500000.0,دنده ای,9.1,نقره ای,یک لکه رنگ,passenger_car,1.8,4.0,215000000
بنز، کلاس C,2012,108000.0,اتوماتیک,6.9,سفید,بدون رنگ,passenger_car,1.8,4.0,4600000000
پژو، 207,1397,79000.0,اتوماتیک,7.1,خاکستری,دو لکه رنگ,hatchback,1.6,4.0,640000000
کیا، سراتو (مونتاژ),1398,47000.0,اتوماتیک,7.9,سفید,بدون رنگ,passenger_car,2.0,4.0,1850000000
رنو، تندر 90,1393,284000.0,دنده ای,6.9,مشکی,صافکاری بدون رنگ,passenger_car,1.6,4.0,455000000
پژو، پارس,1394,150000.0,دنده ای,9.5,سفید,بدون رنگ,passenger_car,1.8,4.0,450000000
پژو، 206,1383,500000.0,دنده ای,6.4,نوک مدادی,دو لکه رنگ,hatchback,1.4,4.0,225000000
هایما، S7,1397,57000.0,اتوماتیک,9.7,مشکی,بدون رنگ,crossover,1.8,4.0,1300000000
هیوندای، سانتافه,2015,170000.0,اتوماتیک,9.4,سفید,بدون رنگ,crossover,2.4,4.0,3300000000
چری، تیگو 5,1397,150000.0,اتوماتیک,9.0,مشکی,بدون رنگ,crossover,2.0,4.0,955000000
هیوندای، سانتافه,2016,120000.0,اتوماتیک,8.5,سفید,بدون رنگ,crossover,2.4,4.0,3580000000
ام جی، 360,1398,39650.0,اتوماتیک,6.9,طلائی,بدون رنگ,passenger_car,1.5,4.0,1150000000
ام وی ام، X33 S,1397,44000.0,اتوماتیک,8.5,سفید,بدون رنگ,crossover,2.0,4.0,865000000
برلیانس، H330,1397,140000.0,اتوماتیک,6.5,سفید,یک لکه رنگ,passenger_car,1.65,4.0,700000000
پژو، 207,1398,50000.0,دنده ای,6.6,سفید,بدون رنگ,hatchback,1.6,4.0,600000000
فونیکس، آریزو 6 پرو,1402,20000.0,اتوماتیک,6.9,مشکی,بدون رنگ,passenger_car,1.5,4.0,1440000000
رنو، مگان (مونتاژ),1391,193000.0,اتوماتیک,7.8,نوک مدادی,بدون رنگ,passenger_car,2.0,4.0,800000000
دنا، پلاس EF7,1399,590000.0,اتوماتیک,7.8,سفید,بدون رنگ,passenger_car,1.7,4.0,765000000
پژو، 206,1397,194000.0,دنده ای,6.4,سفید,بدون رنگ,hatchback,1.6,4.0,470000000
پراید، 151,1399,90000.0,دنده ای,6.6,سفید,بدون رنگ,pickup,1.3,4.0,300000000
دانگ فنگ، H30 کراس,1397,66000.0,اتوماتیک,7.7,سفید,بدون رنگ,hatchback,1.6,4.0,658000000
ام وی ام، X33 S,1400,257000.0,اتوماتیک,8.5,دلفینی,بدون رنگ,crossover,2.0,4.0,990000000
کیا، سراتو (مونتاژ),1396,150000.0,اتوماتیک,7.9,سفید,بدون رنگ,passenger_car,2.0,4.0,1580000000
ام وی ام، X33,1394,120000.0,دنده ای,6.9,مشکی,بدون رنگ,crossover,2.0,4.0,650000000
ام جی، 360,1397,76500.0,اتوماتیک,6.9,سفید,صافکاری بدون رنگ,passenger_car,1.5,4.0,1000000000
هیوندای، توسان,2015,168000.0,اتوماتیک,9.6,سفید,دو لکه رنگ,crossover,2.4,4.0,2215000000
کوییک، دنده ای,1401,36900.0,دنده ای,7.0,سفید,بدون رنگ,hatchback,1.5,4.0,365000000
چری، آریزو 6,1400,78000.0,اتوماتیک,6.4,مشکی,بدون رنگ,passenger_car,1.5,4.0,1280000000
فولکس، گل,1385,210000.0,دنده ای,8.1,قهوه ای,دو لکه رنگ,hatchback,1.8,4.0,315000000
ام وی ام، 315هاچ بک,1395,132000.0,دنده ای,6.3,سفید,بدون رنگ,hatchback,1.5,4.0,480000000
پژو، 206,1383,377000.0,دنده ای,6.4,نوک مدادی,دور رنگ,hatchback,1.4,4.0,220000000
فولکس، گل,1387,220000.0,دنده ای,8.1,سفید,صافکاری بدون رنگ,hatchback,1.8,4.0,250000000
ام وی ام، X22,1397,125000.0,اتوماتیک,6.1,آبی,بدون رنگ,crossover,1.5,4.0,610000000
پژو، 206,1395,130000.0,دنده ای,6.4,سفید,دو لکه رنگ,hatchback,1.6,4.0,430000000
رنو، کولیوس,2017,75000.0,اتوماتیک,8.3,سفید صدفی,بدون رنگ,crossover,2.5,4.0,3650000000
جک، جی 5,1393,116000.0,اتوماتیک,7.6,مشکی,بدون رنگ,passenger_car,1.8,4.0,630000000
دنا، پلاس EF7,1402,20000.0,اتوماتیک,8.1,سفید,بدون رنگ,passenger_car,1.7,4.0,850000000
پراید، 131,1392,222000.0,دنده ای,6.4,سفید,بدون رنگ,passenger_car,1.3,4.0,225000000
رانا، LX,1399,55000.0,دنده ای,6.9,سفید,بدون رنگ,passenger_car,1.6,4.0,490000000
پژو، 405,1387,4000.0,دنده ای,9.0,طوسی,چند لکه رنگ,passenger_car,1.8,4.0,210000000
جک، جی 5,1393,242000.0,اتوماتیک,7.6,سفید,گلگیر رنگ,passenger_car,1.8,4.0,500000000
پژو، پارس,1399,60000.0,دنده ای,9.1,سفید,بدون رنگ,passenger_car,1.8,4.0,505000000
چانگان، CS 35 (مونتاژ),1397,53000.0,اتوماتیک,7.2,نقره ای,صافکاری بدون رنگ,crossover,1.6,4.0,850000000
تویوتا، راوفور,2016,132000.0,اتوماتیک,8.1,سفید صدفی,بدون رنگ,crossover,2.5,4.0,5380000000
چری، تیگو 5,1400,39000.0,اتوماتیک,9.0,مشکی,بدون رنگ,crossover,2.0,4.0,1270000000
چری، تیگو 7,1401,14000.0,اتوماتیک,6.7,سفید,بدون رنگ,crossover,1.5,4.0,1460000000
تیبا، صندوق دار,1391,185000.0,دنده ای,6.9,سرمه ای,بدون رنگ,passenger_car,1.5,4.0,220000000
پژو، 207,1401,16000.0,دنده ای,6.6,سفید,بدون رنگ,hatchback,1.6,4.0,730000000
کیا، سورنتو,2016,138000.0,اتوماتیک,8.8,مشکی,بدون رنگ,crossover,2.4,4.0,3900000000
هیوندای، سوناتا,2015,80000.0,اتوماتیک,8.0,سفید,بدون رنگ,passenger_car,2.4,4.0,2800000000
فولکس، گل,1386,250000.0,دنده ای,8.1,سفید,بدون رنگ,hatchback,1.8,4.0,285000000
جک، S3,1400,38000.0,اتوماتیک,7.6,مشکی,بدون رنگ,crossover,1.6,4.0,925000000
پژو، پارس,1398,47000.0,دنده ای,7.5,سفید,بدون رنگ,passenger_car,1.6,4.0,650000000
دنا، پلاس EF7,1402,9000.0,دنده ای,7.9,خاکستری,بدون رنگ,passenger_car,1.7,4.0,705000000
پژو، پارس,1400,58000.0,دنده ای,9.1,سفید,بدون رنگ,passenger_car,1.8,4.0,545000000
کیا، اسپورتیج,2013,142000.0,اتوماتیک,9.6,مشکی,بدون رنگ,crossover,2.4,4.0,2380000000
پژو، پارس,1397,145000.0,اتوماتیک,8.2,سفید,بدون رنگ,passenger_car,1.6,4.0,580000000
رنو، تندر 90,1389,157000.0,دنده ای,6.9,مشکی,یک لکه رنگ,passenger_car,1.6,4.0,413000000
پژو، 207,1402,11000.0,دنده ای,6.6,سفید,بدون رنگ,hatchback,1.6,4.0,605000000
پژو، 206 SD,1389,260000.0,اتوماتیک,7.3,نقره ای,چند لکه رنگ,passenger_car,1.6,4.0,310000000
تویوتا، کمری,2008,336000.0,اتوماتیک,8.2,سفید صدفی,چند لکه رنگ,passenger_car,2.4,4.0,1480000000
فردا، T5,1402,22000.0,اتوماتیک,7.4,مشکی,بدون رنگ,crossover,1.5,4.0,1450000000
چری، آریزو 6,1400,20000.0,اتوماتیک,6.4,سفید,بدون رنگ,passenger_car,1.5,4.0,1315000000
سوزوکی، گراند ویتارا (مونتاژ),1391,245000.0,دنده ای,8.9,سفید,یک لکه رنگ,crossover,2.4,4.0,1150000000
پراید، 131,1390,300000.0,دنده ای,6.7,سفید,دو لکه رنگ,passenger_car,1.3,4.0,155000000
ام وی ام، 550,1394,140000.0,اتوماتیک,6.5,سفید,بدون رنگ,passenger_car,2.0,4.0,555000000
هایما، S5,1401,50000.0,اتوماتیک,8.0,مشکی,یک لکه رنگ,crossover,1.5,4.0,1200000000
هیوندای، آوانته,1389,215000.0,دنده ای,7.6,قهوه ای,دو لکه رنگ,passenger_car,2.0,4.0,450000000
پژو، 206,1384,19200.0,دنده ای,6.4,نقره ای,بدون رنگ,hatchback,1.4,4.0,265000000
پژو، 207,1399,67000.0,اتوماتیک,7.1,خاکستری,بدون رنگ,hatchback,1.6,4.0,770000000
پژو، 206,1384,500000.0,دنده ای,6.4,نقره ای,بدون رنگ,hatchback,1.4,4.0,250000000
شاهین، G دنده ای,1401,9600.0,دنده ای,7.2,سفید,بدون رنگ,passenger_car,1.5,4.0,638000000
رنو، ساندرو استپ وی,1396,102000.0,دنده ای,6.7,مشکی,بدون رنگ,hatchback,1.6,4.0,800000000
هیوندای، توسان,2017,74600.0,اتوماتیک,8.3,سفید,بدون رنگ,crossover,2.0,4.0,3900000000
سانگ یانگ، تیوولی,2018,87000.0,اتوماتیک,7.2,مشکی,بدون رنگ,crossover,1.6,4.0,1890000000
تویوتا، پرادو دو در,2007,200000.0,اتوماتیک,12.4,سفید,چند لکه رنگ,suv,2.7,4.0,3250000000
رنو، ساندرو,1396,160000.0,اتوماتیک,8.3,ذغالی,چند لکه رنگ,hatchback,1.6,4.0,660000000
هیوندای، سوناتا,2008,185000.0,اتوماتیک,8.6,سفید,درب تعویض,passenger_car,2.4,4.0,1220000000
تیبا، هاچ بک,1399,118000.0,دنده ای,6.9,سفید,بدون رنگ,hatchback,1.5,4.0,350000000
سمند، LX,1394,235000.0,دنده ای,7.5,سفید,درب تعویض,passenger_car,1.7,4.0,350000000
چری، تیگو 5,1397,86500.0,اتوماتیک,9.0,سفید,بدون رنگ,crossover,2.0,4.0,970000000
پژو، پارس,1399,49000.0,دنده ای,9.1,سفید,بدون رنگ,passenger_car,1.8,4.0,500000000
دانگ فنگ، H30 کراس,1397,134000.0,اتوماتیک,7.7,سفید,بدون رنگ,hatchback,1.6,4.0,580000000
سیتروئن، زانتیا,1389,49000.0,دنده ای,7.0,نوک مدادی,بدون رنگ,passenger_car,2.0,4.0,1200000000
پژو، 206 SD,1386,135000.0,دنده ای,7.4,نقره ای,یک لکه رنگ,passenger_car,1.6,4.0,320000000
هایما، S7,1402,11000.0,اتوماتیک,8.6,سفید,بدون رنگ,crossover,1.8,4.0,1545000000
فونیکس، تیگو 7 پرو,1402,7000.0,اتوماتیک,8.4,مشکی,بدون رنگ,suv,1.5,4.0,1855000000
سمند، LX,1398,130000.0,دنده ای,8.3,آبی,یک لکه رنگ,passenger_car,1.8,4.0,380000000
پژو، 207,1397,103000.0,دنده ای,6.6,سفید,چند لکه رنگ,hatchback,1.6,4.0,559000000
تویوتا، پرادو دو در,2007,260000.0,اتوماتیک,12.4,سفید,بدون رنگ,suv,2.7,4.0,3990000000
ام وی ام، X33 S,1396,119000.0,اتوماتیک,8.5,سفید,بدون رنگ,crossover,2.0,4.0,795000000
جک، S5,1398,54000.0,اتوماتیک,7.7,سفید,بدون رنگ,crossover,2.0,4.0,1320000000
پژو، 207,1401,14000.0,دنده ای,6.6,مشکی,بدون رنگ,hatchback,1.6,4.0,710000000
پژو، 206,1396,120000.0,دنده ای,6.4,مشکی,یک لکه رنگ,hatchback,1.6,4.0,415000000
هیوندای، آزرا (گرنجور),2007,280000.0,اتوماتیک,10.0,سفید صدفی,کامل رنگ,passenger_car,3.3,6.0,1150000000
پژو، 207,1402,47000.0,دنده ای,6.6,مشکی,بدون رنگ,hatchback,1.6,4.0,710000000
هیوندای، آزرا (گرنجور),2012,200000.0,اتوماتیک,9.6,مشکی,دو لکه رنگ,passenger_car,3.0,6.0,2300000000
هایما، S7,1397,29000.0,اتوماتیک,9.7,سفید,بدون رنگ,crossover,1.8,4.0,1310000000
کوییک، دنده ای,1401,85000.0,دنده ای,7.0,سفید,بدون رنگ,hatchback,1.5,4.0,360000000
رانا، LX,1392,220000.0,دنده ای,6.9,نوک مدادی,کاپوت رنگ,passenger_car,1.6,4.0,340000000
پژو، 206 SD,1388,220000.0,دنده ای,7.4,نقره ای,یک لکه رنگ,passenger_car,1.6,4.0,325000000
دنا، پلاس EF7,1402,7500.0,دنده ای,7.8,خاکستری,بدون رنگ,passenger_car,1.7,4.0,840000000
پژو، 206,1389,203000.0,دنده ای,6.4,سفید,چند لکه رنگ,hatchback,1.4,4.0,325000000
هیوندای، سوناتا هیبرید,2018,80000.0,اتوماتیک,4.7,مشکی,یک لکه رنگ,passenger_car,2.0,4.0,3900000000
جک، جی 5,1395,61000.0,اتوماتیک,7.6,سفید,بدون رنگ,passenger_car,1.8,4.0,730000000
بنز، کلاس E,2015,60000.0,اتوماتیک,6.1,مشکی,بدون رنگ,passenger_car,2.0,4.0,9350000000
پژو، پارس,1395,218000.0,دنده ای,9.1,خاکستری,بدون رنگ,passenger_car,1.8,4.0,420000000
تیبا، هاچ بک,1399,50000.0,دنده ای,6.9,سفید,بدون رنگ,hatchback,1.5,4.0,335000000
هایما، S7,1397,80000.0,اتوماتیک,9.7,مشکی,بدون رنگ,crossover,1.8,4.0,1250000000
سانگ یانگ، تیوولی,2017,105000.0,اتوماتیک,7.2,سفید,بدون رنگ,crossover,1.6,4.0,1650000000
پژو، 207,1397,115000.0,دنده ای,6.6,نوک مدادی,بدون رنگ,hatchback,1.6,4.0,570000000
ساینا، EX دنده ای,1396,126000.0,دنده ای,7.0,سفید,کاپوت تعویض,passenger_car,1.5,4.0,285000000
پژو، 206,1395,172000.0,دنده ای,6.4,سفید,چند لکه رنگ,hatchback,1.4,4.0,320000000
ولوو، XC90,2016,140000.0,اتوماتیک,7.7,نقرآبی,دو لکه رنگ,crossover,2.0,4.0,9200000000
پژو، 207,1397,64000.0,دنده ای,6.6,سفید,بدون رنگ,hatchback,1.6,4.0,590000000
رنو، تندر 90,1390,194000.0,دنده ای,6.9,سفید,دو لکه رنگ,passenger_car,1.6,4.0,475000000
هایما، S5,1402,10000.0,اتوماتیک,8.0,ذغالی,بدون رنگ,crossover,1.5,4.0,1320000000
رنو، کولیوس,2017,90000.0,اتوماتیک,8.3,مشکی,بدون رنگ,crossover,2.5,4.0,3500000000
سوزوکی، گراند ویتارا (مونتاژ),1389,246000.0,اتوماتیک,9.7,سفید,چند لکه رنگ,crossover,2.4,4.0,1190000000
تویوتا، راوفور,2017,77000.0,اتوماتیک,8.1,سفید صدفی,بدون رنگ,crossover,2.5,4.0,5880000000
رنو، تندر 90,1395,98000.0,دنده ای,6.9,سفید,بدون رنگ,passenger_car,1.6,4.0,630000000
هیوندای، سانتافه,2010,290000.0,اتوماتیک,10.3,بادمجانی,یک لکه رنگ,crossover,3.5,6.0,2050000000
پراید، 151,1398,170000.0,دنده ای,6.6,سفید,درب تعویض,pickup,1.3,4.0,260000000
پژو، 206,1395,150000.0,دنده ای,6.4,نوک مدادی,کاپوت تعویض,hatchback,1.4,4.0,307000000
شاهین، G دنده ای,1402,16000.0,دنده ای,7.2,سفید,بدون رنگ,passenger_car,1.5,4.0,630000000
ام وی ام، X33,1391,216000.0,دنده ای,6.9,مشکی,یک لکه رنگ,crossover,2.0,4.0,500000000
رنو، تندر 90,1397,130000.0,دنده ای,6.9,سفید,بدون رنگ,passenger_car,1.6,4.0,690000000
رنو، تندر 90,1395,122000.0,اتوماتیک,8.3,سفید,بدون رنگ,passenger_car,1.6,4.0,630000000
فونیکس، تیگو 8 پرو مکس,1402,4820.0,اتوماتیک,7.9,مشکی,بدون رنگ,suv,2.0,4.0,2760000000
هیوندای، سانتافه,2016,80000.0,اتوماتیک,8.5,مشکی,بدون رنگ,crossover,2.4,4.0,3780000000
چری، تیگو 5,1400,38600.0,اتوماتیک,9.0,سفید,بدون رنگ,crossover,2.0,4.0,1404800000
هیوندای، سانتافه,2018,10000.0,اتوماتیک,8.5,مشکی,بدون رنگ,crossover,2.4,4.0,5700000000
پژو، 405,1384,390000.0,دنده ای,9.0,سرمه ای,چند لکه رنگ,passenger_car,1.8,4.0,145000000
پژو، 207,1401,4750.0,دنده ای,6.6,قرمز,بدون رنگ,hatchback,1.6,4.0,705000000
ساینا، EX دنده ای,1397,60000.0,دنده ای,7.0,سفید,بدون رنگ,passenger_car,1.5,4.0,320000000
چری، آریزو 5T,1398,52000.0,اتوماتیک,6.9,سفید,بدون رنگ,passenger_car,1.5,4.0,950000000
هیوندای، سانتافه,2016,118000.0,اتوماتیک,8.5,سفید,بدون رنگ,crossover,2.4,4.0,3300000000
